Rotational Speed,Torque,Tool Wear,Failure,Failure_Type,Temperature_K
1514,42.08,187.6,0,No Failure,325.19
1199,56.75,73.4,0,No Failure,342.49
1102,71.35,147.0,1,Tool Wear Failure,352.87
1347,69.95,38.0,1,Tool Wear Failure,332.78999999999996
1595,33.86,248.6,1,Tool Wear Failure,346.07
1285,62.85,28.5,0,No Failure,340.04999999999995
1434,45.82,119.1,0,No Failure,334.65999999999997
890,59.62,0.0,0,No Failure,342.9
1420,56.04,112.5,1,Heat Dissipation Failure,357.07
1908,27.3,89.5,0,No Failure,324.87
1797,52.7,183.2,1,Tool Wear Failure,320.67999999999995
1520,59.08,89.5,0,No Failure,319.91999999999996
1635,44.72,183.3,0,No Failure,346.08
1260,41.55,53.6,0,No Failure,347.83
2119,23.0,98.1,0,No Failure,326.16999999999996
2274,54.57,99.3,1,Power Failure,308.15
1608,47.92,144.7,0,No Failure,324.38
2457,32.09,137.1,1,Heat Dissipation Failure,340.27
1312,40.44,158.3,0,No Failure,332.28
1112,47.16,131.0,0,No Failure,335.49
1302,37.18,154.7,0,No Failure,326.34999999999997
1473,45.04,61.1,0,No Failure,346.33
2359,20.5,138.3,1,Heat Dissipation Failure,337.60999999999996
1452,63.89,211.5,1,Tool Wear Failure,340.77
1249,45.22,14.2,0,No Failure,335.21999999999997
1236,29.61,144.3,0,No Failure,339.96999999999997
1949,10.56,155.6,0,No Failure,339.10999999999996
1899,59.41,202.7,1,Power Failure,321.09
1380,52.81,158.6,0,No Failure,338.0
893,47.95,121.0,0,No Failure,343.44
1155,57.09,140.8,0,No Failure,348.16999999999996
2152,57.05,70.9,1,Power Failure,338.55999999999995
1791,47.72,91.7,0,No Failure,320.59999999999997
1573,41.44,34.9,0,No Failure,322.59999999999997
2204,39.16,204.2,1,Tool Wear Failure,327.49
2235,50.89,142.0,1,Power Failure,335.60999999999996
1537,64.56,60.0,0,No Failure,331.55999999999995
1544,43.56,131.3,0,No Failure,318.53999999999996
1346,65.67,184.6,1,Tool Wear Failure,318.46
1450,50.22,174.6,0,No Failure,308.15
1030,50.33,59.3,0,No Failure,308.15
1028,78.67,0.0,1,Tool Wear Failure,331.44
947,68.14,138.7,1,Heat Dissipation Failure,363.30999999999995
1930,68.5,61.8,1,Power Failure,356.51
1004,33.83,152.3,0,No Failure,320.42999999999995
2232,75.69,172.0,1,Power Failure,335.09999999999997
1294,43.85,181.8,0,No Failure,314.10999999999996
2158,41.82,219.7,1,Tool Wear Failure,316.09
1422,14.77,189.2,0,No Failure,317.58
1002,49.57,220.0,1,Tool Wear Failure,330.21999999999997
1999,29.83,197.7,0,No Failure,330.78
2041,50.72,203.0,1,Tool Wear Failure,336.44
1233,28.74,112.5,0,No Failure,341.77
1434,70.17,37.6,1,Tool Wear Failure,328.77
1233,52.72,260.0,1,Tool Wear Failure,333.62
1508,76.92,118.8,1,Power Failure,318.92999999999995
1588,30.68,188.7,0,No Failure,315.66999999999996
1427,66.69,82.0,1,Tool Wear Failure,313.65999999999997
913,19.76,172.8,0,No Failure,341.59
1347,47.91,0.0,0,No Failure,328.76
1796,36.16,90.4,0,No Failure,308.83
1477,38.73,109.1,0,No Failure,332.33
1435,37.77,142.8,0,No Failure,316.91999999999996
1224,32.19,179.3,0,No Failure,354.72999999999996
1336,27.36,49.4,0,No Failure,325.63
2043,38.81,154.6,0,No Failure,342.01
1151,46.62,188.6,0,No Failure,347.30999999999995
1802,61.29,255.8,1,Tool Wear Failure,320.74
1566,49.13,157.4,0,No Failure,334.14
1636,61.33,87.4,1,Power Failure,340.34999999999997
1294,24.31,38.7,0,No Failure,334.65
1427,38.94,224.8,0,No Failure,337.84
1548,54.95,159.2,0,No Failure,315.85999999999996
1368,49.8,113.7,0,No Failure,340.34999999999997
1666,32.94,17.8,0,No Failure,326.83
1710,58.08,59.1,0,No Failure,337.69
2310,37.56,152.9,1,Heat Dissipation Failure,345.10999999999996
1647,34.12,136.2,0,No Failure,341.84
881,51.82,0.0,0,No Failure,337.67999999999995
1957,45.09,153.0,0,No Failure,341.5
1479,37.68,20.9,0,No Failure,342.09999999999997
2254,37.2,196.2,1,Heat Dissipation Failure,352.59
2065,30.02,127.5,0,No Failure,332.71
1373,39.46,87.2,0,No Failure,335.28
1803,60.4,174.4,1,Power Failure,345.27
1342,48.42,136.2,0,No Failure,326.77
1551,58.42,194.5,0,No Failure,315.78999999999996
1787,52.22,119.8,0,No Failure,339.55999999999995
1940,36.43,123.3,0,No Failure,330.46999999999997
1863,21.91,97.9,0,No Failure,317.45
1576,32.02,130.8,0,No Failure,339.65999999999997
2419,35.6,216.9,1,Heat Dissipation Failure,351.75
1422,34.52,84.8,0,No Failure,311.96
987,58.73,153.9,0,No Failure,346.44
1055,58.59,62.2,0,No Failure,308.15
2066,75.97,0.0,1,Power Failure,327.95
1523,34.31,127.4,0,No Failure,357.08
1606,67.36,137.2,1,Power Failure,328.88
1360,67.28,108.4,1,Tool Wear Failure,334.32
1392,41.75,25.2,0,No Failure,343.07
1275,51.63,133.3,0,No Failure,310.84
1715,62.37,131.0,1,Power Failure,334.09
1516,44.18,61.7,0,No Failure,333.97999999999996
1702,43.09,33.8,0,No Failure,357.35999999999996
1669,36.22,99.9,0,No Failure,317.09
1401,11.96,154.2,0,No Failure,328.19
1039,45.99,140.0,0,No Failure,321.08
1009,35.06,62.1,0,No Failure,319.7
2600,29.95,123.2,1,Heat Dissipation Failure,347.80999999999995
2067,50.91,168.2,1,Power Failure,333.5
2019,24.68,44.6,0,No Failure,325.92999999999995
1314,56.29,118.8,0,No Failure,326.41999999999996
1553,51.77,195.4,0,No Failure,325.83
1265,39.4,38.5,0,No Failure,326.99
1091,44.11,184.3,0,No Failure,316.71
1344,28.34,212.2,0,No Failure,329.78999999999996
2014,55.5,101.7,1,Power Failure,328.47999999999996
1844,47.62,94.4,0,No Failure,323.29999999999995
1210,48.67,177.0,0,No Failure,335.16999999999996
1440,52.03,103.8,0,No Failure,336.27
1812,36.01,0.0,0,No Failure,325.90999999999997
1350,23.73,109.1,0,No Failure,331.28
1578,58.4,143.2,1,Heat Dissipation Failure,361.21
1691,54.64,159.4,1,Heat Dissipation Failure,360.71999999999997
1687,37.5,62.2,0,No Failure,319.45
1639,50.73,98.8,0,No Failure,321.26
1321,62.61,173.6,0,No Failure,319.38
1357,60.94,111.4,0,No Failure,346.89
1153,37.1,23.3,0,No Failure,327.96999999999997
1004,24.16,189.3,0,No Failure,336.27
1510,26.56,102.2,0,No Failure,359.10999999999996
1836,40.64,180.5,0,No Failure,333.01
1067,65.47,31.3,0,No Failure,342.33
1646,34.8,107.7,0,No Failure,339.91999999999996
1825,36.65,145.6,0,No Failure,325.5
907,36.36,109.8,0,No Failure,346.91999999999996
1455,37.56,44.0,0,No Failure,322.09999999999997
2126,44.84,0.0,1,Heat Dissipation Failure,350.57
1743,27.08,206.4,0,No Failure,325.51
895,60.18,129.9,0,No Failure,326.94
1780,42.97,185.0,0,No Failure,319.0
1288,79.71,170.7,1,Tool Wear Failure,321.13
1792,28.57,150.8,0,No Failure,327.59999999999997
1308,67.26,95.7,0,No Failure,308.15
1531,64.48,144.4,0,No Failure,330.12
1362,39.24,201.0,0,No Failure,326.54999999999995
1551,39.47,120.0,0,No Failure,343.41999999999996
1351,32.1,229.1,1,Tool Wear Failure,338.65
1472,32.26,25.0,0,No Failure,323.95
1139,44.99,18.6,0,No Failure,327.19
1722,45.29,174.3,0,No Failure,330.09999999999997
1611,22.57,65.9,0,No Failure,352.46999999999997
984,77.11,237.6,1,Tool Wear Failure,322.46
1898,41.37,195.2,0,No Failure,323.78999999999996
1488,45.92,210.3,1,Tool Wear Failure,318.47999999999996
1607,36.23,168.1,0,No Failure,313.88
1818,41.26,59.7,0,No Failure,337.14
1665,39.99,15.4,0,No Failure,335.78999999999996
1958,44.96,204.7,1,Tool Wear Failure,349.83
1447,44.8,25.0,0,No Failure,346.69
1912,56.27,210.1,1,Heat Dissipation Failure,364.30999999999995
1593,48.18,155.2,0,No Failure,332.19
1728,54.86,110.4,0,No Failure,329.76
1691,44.86,141.5,0,No Failure,316.25
1984,48.24,142.9,0,No Failure,342.21
1802,41.62,102.9,0,No Failure,334.69
1395,59.04,200.5,0,No Failure,341.62
1326,49.52,198.5,0,No Failure,318.34
1533,42.79,124.3,0,No Failure,337.71999999999997
1284,42.37,79.0,0,No Failure,335.82
1182,43.47,193.4,0,No Failure,334.96
805,45.43,0.0,0,No Failure,324.27
1008,44.21,141.6,0,No Failure,348.60999999999996
2245,37.18,159.4,1,Heat Dissipation Failure,359.79999999999995
1320,55.71,65.3,0,No Failure,318.71999999999997
2216,56.59,173.4,1,Power Failure,342.52
1691,69.97,113.4,1,Power Failure,308.15
1533,36.55,82.3,0,No Failure,341.84
1025,54.33,172.8,0,No Failure,308.84
1552,18.27,49.9,0,No Failure,326.33
2212,56.61,167.2,1,Power Failure,316.08
2095,24.61,0.0,0,No Failure,330.34999999999997
1646,31.22,132.1,0,No Failure,344.04999999999995
1148,49.65,117.6,0,No Failure,309.0
1215,36.3,82.6,0,No Failure,328.47999999999996
1252,34.38,138.4,0,No Failure,326.47999999999996
1997,38.21,110.2,0,No Failure,353.7
2121,55.21,178.3,1,Power Failure,338.76
1619,31.94,148.6,0,No Failure,317.84999999999997
1444,44.24,142.2,0,No Failure,327.02
2092,39.7,132.5,1,Heat Dissipation Failure,353.38
1207,56.48,86.7,0,No Failure,342.44
1568,56.87,96.9,0,No Failure,321.21
1712,19.31,129.9,0,No Failure,329.67999999999995
1248,59.63,104.6,0,No Failure,330.09
1327,36.45,181.7,0,No Failure,326.15999999999997
1300,48.31,120.6,0,No Failure,310.91999999999996
2046,31.86,137.6,0,No Failure,324.34
2220,50.2,30.8,1,Power Failure,351.21
1590,80.72,171.6,1,Power Failure,328.2
1456,46.78,80.1,0,No Failure,331.80999999999995
1340,38.56,52.4,0,No Failure,334.97999999999996
1551,41.75,213.8,1,Tool Wear Failure,361.99
1357,24.43,156.9,0,No Failure,333.27
1516,65.29,173.6,1,Tool Wear Failure,347.37
1695,49.38,142.3,0,No Failure,325.37
1408,30.32,109.4,0,No Failure,329.78
1484,30.77,98.2,0,No Failure,333.30999999999995
1485,45.21,161.7,0,No Failure,323.09
1439,58.05,183.0,1,Tool Wear Failure,330.5
1395,28.89,110.9,0,No Failure,344.69
1817,60.59,239.4,1,Tool Wear Failure,322.75
930,43.72,103.2,0,No Failure,333.15
2101,31.98,31.4,0,No Failure,342.35999999999996
1597,38.45,11.7,0,No Failure,322.42999999999995
1764,69.48,13.7,1,Power Failure,347.39
1804,25.57,90.2,0,No Failure,334.09999999999997
1302,34.75,101.1,0,No Failure,331.0
1230,58.34,156.0,0,No Failure,308.15
1189,48.03,113.3,0,No Failure,328.28999999999996
1464,33.92,165.6,0,No Failure,337.97999999999996
1795,58.51,117.7,1,Power Failure,355.84
1346,59.17,115.8,0,No Failure,340.53
1763,49.64,80.3,0,No Failure,347.78999999999996
721,36.43,200.4,0,No Failure,317.42999999999995
1415,38.58,23.1,0,No Failure,331.5
1958,48.99,133.1,0,No Failure,349.02
1490,26.63,104.1,0,No Failure,321.60999999999996
1260,63.59,161.9,0,No Failure,345.7
1320,68.8,113.8,0,No Failure,342.67999999999995
600,41.7,115.5,0,No Failure,336.71999999999997
1196,49.99,99.0,0,No Failure,328.88
1920,61.6,198.6,1,Power Failure,320.33
1346,72.38,115.1,1,Heat Dissipation Failure,356.22999999999996
1387,66.8,233.2,1,Tool Wear Failure,341.35999999999996
734,20.7,131.3,0,No Failure,337.58
979,40.58,116.3,0,No Failure,327.78
1967,52.01,106.3,1,Power Failure,333.64
1766,38.08,148.9,0,No Failure,335.28999999999996
1096,69.96,79.7,0,No Failure,338.34999999999997
1329,67.81,123.7,0,No Failure,342.7
1540,33.58,115.5,0,No Failure,322.97999999999996
1131,42.73,134.5,0,No Failure,314.08
849,34.51,136.0,0,No Failure,334.25
1494,42.27,139.1,0,No Failure,310.44
1750,41.84,120.7,0,No Failure,328.94
1757,58.36,209.1,1,Tool Wear Failure,326.53
1856,32.56,140.4,0,No Failure,339.53999999999996
1006,10.0,260.0,1,Tool Wear Failure,358.91999999999996
1570,22.54,118.0,0,No Failure,308.15
1456,30.6,172.5,1,Heat Dissipation Failure,362.71
1519,35.82,71.4,0,No Failure,330.12
1476,47.62,199.0,0,No Failure,337.66999999999996
1319,29.88,72.7,0,No Failure,314.76
600,28.04,142.4,0,No Failure,346.10999999999996
1957,31.99,99.1,0,No Failure,333.69
1665,29.38,142.1,0,No Failure,332.34999999999997
1030,37.24,100.9,0,No Failure,308.15
1716,36.64,67.6,0,No Failure,334.10999999999996
1393,54.65,98.7,0,No Failure,344.15
1403,31.15,207.5,0,No Failure,330.08
1281,39.99,143.0,0,No Failure,348.40999999999997
1738,37.37,37.7,0,No Failure,347.88
1270,56.32,180.7,0,No Failure,324.82
1166,42.84,61.5,0,No Failure,353.89
1946,59.71,159.6,1,Power Failure,333.74
1487,28.87,148.2,0,No Failure,333.79999999999995
1498,44.31,152.0,0,No Failure,334.44
1792,36.94,226.2,1,Tool Wear Failure,334.04999999999995
1316,27.84,65.3,0,No Failure,308.15
1386,44.05,151.6,0,No Failure,330.74
1657,69.26,190.6,1,Power Failure,315.41999999999996
1011,33.06,76.4,0,No Failure,354.28999999999996
1627,43.22,70.3,0,No Failure,353.77
1286,26.63,97.8,0,No Failure,344.22999999999996
1849,24.57,134.5,0,No Failure,330.04999999999995
1741,33.98,30.4,0,No Failure,320.04999999999995
1695,38.7,148.1,0,No Failure,324.59999999999997
988,39.32,30.5,0,No Failure,358.4
1514,41.84,192.6,0,No Failure,324.15
1138,21.92,145.8,0,No Failure,308.15
1537,36.24,229.8,1,Tool Wear Failure,346.53999999999996
740,52.02,155.1,0,No Failure,352.65999999999997
1011,25.98,96.7,0,No Failure,354.71999999999997
